anc,latitude,block,offensegroup,location,sector,yblock,method,ccn,end_date,longitude,offense_text,neighborhood_cluster,shift,psa,census_tract,ward,bid,octo_record_id,district,xblock,year,report_dat,ucr_rank,offensekey,start_date,voting_precinct,offense,block_group,report_dateonly,report_time,report_hour,report_dayname,report_month,report_weeknum,is_weekend,start_hour,incident_duration_minutes,main_offense,sub_offense,offense_category,method_flag,case_openclose
4D,38.9527993726,5100 - 5199 block of 2nd street nw,violent,"38.9527993726,-77.013488401",4D1,142766.57,knife,25013549,2025-01-28 22:05:00,-77.013488401,assault w/dangerous weapon,cluster 18,evening,403.0,2102.0,4.0,,,4.0,398830.83,2025,2025-01-28 22:52:10,3,violent|assault w/dangerous weapon,2025-01-28 20:59:00,precinct 57,assault w/dangerous weapon,002102 3,2025-01-28,22:52:10,22,Tuesday,January,5,False,20,66.0,violent,assault w/dangerous weapon,assault,Weapon,Closed
1E,38.9333294601,3500 - 3533 block of georgia avenue nw,violent,"38.9333294601,-77.0238453343",4D3,140605.42,gun,25014761,2025-01-31 08:00:00,-77.0238453343,robbery,cluster 2,day,409.0,3100.0,1.0,,,4.0,397932.53,2025,2025-01-31 08:43:22,4,violent|robbery,2025-01-31 07:00:00,precinct 43,robbery,003100 2,2025-01-31,08:43:22,8,Friday,January,5,False,7,60.0,violent,robbery,robbery,Weapon,Closed
2C,38.905199041,1130 - 1199 block of connecticut avenue nw,property,"38.905199041,-77.0408563583",2D3,137483.23,others,25018067,2025-02-06 17:18:00,-77.0408563583,theft/other,cluster 6,evening,207.0,10700.0,2.0,golden triangle,,2.0,396456.22,2025,2025-02-06 18:17:45,6,property|theft/other,2025-02-06 17:13:00,precinct 17,theft/other,010700 1,2025-02-06,18:17:45,18,Thursday,February,6,False,17,5.0,property,theft/other,theft,Others,Closed
6E,38.9037338029,400 - 497 block of l street nw,property,"38.9037338029,-77.0175499408",1D1,137319.93,others,25018990,2025-02-08 15:47:00,-77.0175499408,theft/other,cluster 8,evening,101.0,4703.0,6.0,mount vernon triangle cid,,1.0,398477.73,2025,2025-02-08 21:36:20,6,property|theft/other,2025-02-08 14:06:00,precinct 1,theft/other,004703 3,2025-02-08,21:36:20,21,Saturday,February,6,True,14,101.0,property,theft/other,theft,Others,Closed
2C,38.9025227607,14th street nw and k street nw,property,"38.9025227607,-77.0319550908",2D3,137185.83334074,others,25001927,2025-01-03 23:30:00,-77.0319550908,theft f/auto,cluster 8,evening,209.0,10100.0,2.0,downtown,,2.0,397228.19001138,2025,2025-01-04 17:35:28,7,property|theft f/auto,2025-01-03 22:30:00,precinct 129,theft f/auto,010100 3,2025-01-04,17:35:28,17,Saturday,January,1,True,22,60.0,property,theft f/auto,theft,Others,Closed
2G,38.9045210947,400 - 475 block of new york avenue nw,property,"38.9045210947,-77.0172009234",3D2,137407.32,others,25010243,,-77.0172009234,theft f/auto,cluster 8,day,308.0,4802.0,2.0,,,3.0,398508.02,2025,2025-01-22 13:34:08,7,property|theft f/auto,2025-01-22 12:13:00,precinct 18,theft f/auto,004802 1,2025-01-22,13:34:08,13,Wednesday,January,4,False,12,,property,theft f/auto,theft,Others,Open
2A,38.9010110345,2000 - 2099 block of pennsylvania avenue nw,property,"38.9010110345,-77.045776453",2D3,137018.53,others,25010505,2025-01-22 22:40:00,-77.045776453,theft/other,cluster 5,evening,207.0,10800.0,2.0,,,2.0,396029.23,2025,2025-01-22 22:49:35,6,property|theft/other,2025-01-22 22:06:00,precinct 2,theft/other,010800 1,2025-01-22,22:49:35,22,Wednesday,January,4,False,22,34.0,property,theft/other,theft,Others,Closed
3E,38.945126307,4800 - 4899 block of massachusetts avenue nw,property,"38.945126307,-77.0957816153",2D1,141919.06,others,25017416,2025-02-03 16:00:00,-77.0957816153,theft f/auto,cluster 11,day,202.0,1003.0,3.0,,,2.0,391696.79,2025,2025-02-05 14:10:59,7,property|theft f/auto,2025-02-03 12:30:00,precinct 30,theft f/auto,001003 3,2025-02-05,14:10:59,14,Wednesday,February,6,False,12,210.0,property,theft f/auto,theft,Others,Closed
1E,38.9306912125,600 - 699 block of keefer place nw,property,"38.9306912125,-77.0224041916",4D3,140312.52,others,25008967,,-77.0224041916,motor vehicle theft,cluster 2,evening,409.0,3200.0,1.0,,,4.0,398057.41,2025,2025-01-19 18:27:49,8,property|motor vehicle theft,2025-01-19 16:36:00,precinct 38,motor vehicle theft,003200 3,2025-01-19,18:27:49,18,Sunday,January,3,True,16,,property,motor vehicle theft,theft,Others,Open
2G,38.9035532587,1004 - 1099 block of 7th street nw,property,"38.9035532587,-77.0219160712",3D3,137299.97,others,25000466,2024-12-31 01:39:00,-77.0219160712,theft f/auto,cluster 8,evening,307.0,4902.0,2.0,downtown,,3.0,398099.01,2025,2025-01-01 21:04:30,7,property|theft f/auto,2024-12-31 01:00:00,precinct 129,theft f/auto,004902 3,2025-01-01,21:04:30,21,Wednesday,January,1,False,1,39.0,property,theft f/auto,theft,Others,Closed
1E,38.9354972411,3639 - 3649 block of georgia avenue nw,property,"38.9354972411,-77.0241705089",4D3,140846.07,others,25009202,2025-01-20 10:01:00,-77.0241705089,theft/other,cluster 2,day,409.0,3100.0,1.0,,,4.0,397904.4,2025,2025-01-20 11:29:03,6,property|theft/other,2025-01-20 09:59:00,precinct 43,theft/other,003100 2,2025-01-20,11:29:03,11,Monday,January,4,False,9,2.0,property,theft/other,theft,Others,Closed
7B,38.8793881013,3200 - 3249 block of minnesota avenue se,violent,"38.8793881013,-76.9605313775",6D2,134617.96,gun,25003543,2025-01-08 18:40:00,-76.9605313775,robbery,cluster 34,evening,605.0,7709.0,7.0,,,6.0,403424.65,2025,2025-01-08 19:06:37,4,violent|robbery,2025-01-08 17:30:00,precinct 132,robbery,007709 1,2025-01-08,19:06:37,19,Wednesday,January,2,False,17,70.0,violent,robbery,robbery,Weapon,Closed
2C,38.8973486375,1100 - 1199 block of f street nw,property,"38.8973486375,-77.0275620781",2D3,136611.34,others,25001110,2025-01-03 07:10:00,-77.0275620781,theft/other,cluster 8,day,209.0,5802.0,2.0,downtown,,2.0,397609.07,2025,2025-01-03 08:00:09,6,property|theft/other,2025-01-03 07:04:00,precinct 129,theft/other,005802 1,2025-01-03,08:00:09,8,Friday,January,1,False,7,6.0,property,theft/other,theft,Others,Closed
5C,38.9215847053,2300 - 2499 block of washington place ne,violent,"38.9215847053,-76.9937555941",5D2,139301.4,others,25023562,2025-02-17 18:44:00,-76.9937555941,assault w/dangerous weapon,cluster 22,evening,505.0,9102.0,5.0,,,5.0,400541.5,2025,2025-02-17 18:44:23,3,violent|assault w/dangerous weapon,2025-02-17 16:40:00,precinct 72,assault w/dangerous weapon,009102 4,2025-02-17,18:44:23,18,Monday,February,8,False,16,124.0,violent,assault w/dangerous weapon,assault,Others,Closed
7F,38.8935443043,3900 - 3928 block of minnesota avenue ne,property,"38.8935443043,-76.95033389",6D3,136189.84,others,25022152,2025-02-14 20:15:00,-76.95033389,theft/other,cluster 32,evening,603.0,9603.0,7.0,,,6.0,404308.62,2025,2025-02-14 21:21:27,6,property|theft/other,2025-02-14 20:10:00,precinct 102,theft/other,009603 2,2025-02-14,21:21:27,21,Friday,February,7,False,20,5.0,property,theft/other,theft,Others,Closed
1B,38.9159453732,300 - 399 block of t street nw,property,"38.9159453732,-77.016652162",3D2,138675.5,others,25022844,2025-02-16 10:39:00,-77.016652162,motor vehicle theft,cluster 3,day,306.0,3400.0,1.0,,,3.0,398555.85,2025,2025-02-16 10:38:53,8,property|motor vehicle theft,2025-02-16 09:59:00,precinct 20,motor vehicle theft,003400 1,2025-02-16,10:38:53,10,Sunday,February,7,True,9,40.0,property,motor vehicle theft,theft,Others,Closed
4B,38.9655414847,6200 - 6299 block of 3rd street nw,property,"38.9655414847,-77.016165736",4D1,144181.1,others,25013759,2025-01-29 09:07:00,-77.016165736,theft f/auto,cluster 17,day,402.0,1902.0,4.0,,,4.0,398599.01,2025,2025-01-29 12:21:26,7,property|theft f/auto,2025-01-29 09:05:00,precinct 59,theft f/auto,001902 2,2025-01-29,12:21:26,12,Wednesday,January,5,False,9,2.0,property,theft f/auto,theft,Others,Closed
1E,38.9333294601,3500 - 3533 block of georgia avenue nw,property,"38.9333294601,-77.0238453343",4D3,140605.42,others,25002454,2025-01-05 18:45:00,-77.0238453343,theft f/auto,cluster 2,evening,409.0,3100.0,1.0,,,4.0,397932.53,2025,2025-01-05 20:33:43,7,property|theft f/auto,2025-01-05 18:06:00,precinct 43,theft f/auto,003100 2,2025-01-05,20:33:43,20,Sunday,January,1,True,18,39.0,property,theft f/auto,theft,Others,Closed
4A,38.9655430254,6200 - 6299 block of georgia avenue nw,property,"38.9655430254,-77.0276542224",4D1,144181.51,others,25027530,2025-02-24 17:43:00,-77.0276542224,theft/other,cluster 17,day,402.0,1804.0,4.0,,,4.0,397603.37,2025,2025-02-25 13:55:23,6,property|theft/other,2025-02-24 17:40:00,precinct 60,theft/other,001804 2,2025-02-25,13:55:23,13,Tuesday,February,9,False,17,3.0,property,theft/other,theft,Others,Closed
8F,38.8788485738,900 - 999 block of new jersey avenue se,property,"38.8788485738,-77.0050197313",1D3,134557.34,others,25007013,2025-01-15 17:02:00,-77.0050197313,motor vehicle theft,cluster 27,evening,106.0,7202.0,6.0,capitol riverfront,,1.0,399564.44,2025,2025-01-15 21:24:18,8,property|motor vehicle theft,2025-01-15 16:30:00,precinct 131,motor vehicle theft,007202 2,2025-01-15,21:24:18,21,Wednesday,January,3,False,16,32.0,property,motor vehicle theft,theft,Others,Closed
7C,38.8934535832,300 - 399 block of 63rd street ne,property,"38.8934535832,-76.9109276278",6D1,136182.3669718079,others,25007695,2025-01-17 03:50:00,-76.9109276278,motor vehicle theft,cluster 31,midnight,608.0,7808.0,7.0,,,6.0,407727.1896371238,2025,2025-01-17 03:59:34,8,property|motor vehicle theft,2025-01-17 03:05:00,precinct 96,motor vehicle theft,007808 2,2025-01-17,03:59:34,3,Friday,January,3,False,3,45.0,property,motor vehicle theft,theft,Others,Closed
2A,38.9016990258,2100 - 2199 block of pennsylvania avenue nw,property,"38.9016990258,-77.0477444583",2D3,137094.99,others,25010610,2025-01-23 08:00:00,-77.0477444583,theft/other,cluster 5,day,207.0,10800.0,2.0,,,2.0,395858.56,2025,2025-01-23 10:16:23,6,property|theft/other,2025-01-22 17:00:00,precinct 2,theft/other,010800 1,2025-01-23,10:16:23,10,Thursday,January,4,False,17,900.0,property,theft/other,theft,Others,Closed
2F,38.9072438239,1400 - 1499 block of n street nw,property,"38.9072438239,-77.0332584101",2D3,137709.95,others,25018663,2025-02-07 18:20:00,-77.0332584101,theft/other,cluster 7,evening,208.0,5203.0,2.0,,,2.0,397115.33,2025,2025-02-07 20:07:32,6,property|theft/other,2025-02-07 16:10:00,precinct 17,theft/other,005203 3,2025-02-07,20:07:32,20,Friday,February,6,False,16,130.0,property,theft/other,theft,Others,Closed
4B,38.9580019023,800 - 899 block of oglethorpe street ne,property,"38.9580019023,-76.9938646642",4D2,143344.03,others,25024766,2025-02-20 05:00:00,-76.9938646642,motor vehicle theft,cluster 19,midnight,406.0,9507.0,4.0,,,4.0,400531.77,2025,2025-02-20 06:44:45,8,property|motor vehicle theft,2025-02-19 21:00:00,precinct 65,motor vehicle theft,009507 1,2025-02-20,06:44:45,6,Thursday,February,8,False,21,480.0,property,motor vehicle theft,theft,Others,Closed
5C,38.9250272958,3100 - 3199 block of apple road ne,property,"38.9250272958,-76.9632412183",5D2,139684.18,others,25026805,2025-02-24 08:22:00,-76.9632412183,motor vehicle theft,cluster 24,day,503.0,9000.0,5.0,,,5.0,403187.48,2025,2025-02-24 08:44:13,8,property|motor vehicle theft,2025-02-24 07:44:00,precinct 139,motor vehicle theft,009000 1,2025-02-24,08:44:13,8,Monday,February,9,False,7,38.0,property,motor vehicle theft,theft,Others,Closed
4A,38.9664915453,6300 - 6318 block of 13th street nw,property,"38.9664915453,-77.0296890225",4D1,144286.86,others,25023802,2025-02-17 17:00:00,-77.0296890225,theft f/auto,cluster 17,day,402.0,1804.0,4.0,,,4.0,397427.06,2025,2025-02-18 11:45:27,7,property|theft f/auto,2025-02-16 20:00:00,precinct 60,theft f/auto,001804 3,2025-02-18,11:45:27,11,Tuesday,February,8,False,20,1260.0,property,theft f/auto,theft,Others,Closed
2G,38.9085708914,5th street nw and o street nw,property,"38.9085708914,-77.0189251109",3D2,137856.91001336,others,25003199,2025-01-07 23:45:00,-77.0189251109,motor vehicle theft,cluster 7,midnight,308.0,4802.0,2.0,,,3.0,398358.55999643,2025,2025-01-08 00:12:17,8,property|motor vehicle theft,2025-01-07 23:39:00,precinct 18,motor vehicle theft,004802 1,2025-01-08,00:12:17,0,Wednesday,January,2,False,23,6.0,property,motor vehicle theft,theft,Others,Closed
4B,38.9594497439,5700 - 5799 block of 3rd street nw,property,"38.9594497439,-77.0161666619",4D1,143504.86,others,25009207,,-77.0161666619,motor vehicle theft,cluster 17,day,402.0,1902.0,4.0,,,4.0,398598.81,2025,2025-01-20 11:00:42,8,property|motor vehicle theft,2025-01-20 09:49:00,precinct 64,motor vehicle theft,001902 1,2025-01-20,11:00:42,11,Monday,January,4,False,9,,property,motor vehicle theft,theft,Others,Open
4A,38.9694518736,6500 - 6599 block of georgia avenue nw,property,"38.9694518736,-77.027308864",4D1,144615.42,others,25009364,2025-01-20 15:55:00,-77.027308864,theft f/auto,cluster 17,evening,402.0,1804.0,4.0,,,4.0,397633.43,2025,2025-01-20 17:00:54,7,property|theft f/auto,2025-01-20 15:34:00,precinct 61,theft f/auto,001804 2,2025-01-20,17:00:54,17,Monday,January,4,False,15,21.0,property,theft f/auto,theft,Others,Closed
2B,38.9099274291,1300 - 1699 block of connecticut avenue nw,property,"38.9099274291,-77.0436069637",2D3,138008.23,others,25022648,2025-02-15 21:15:00,-77.0436069637,theft/other,cluster 6,evening,208.0,10700.0,2.0,golden triangle,,2.0,396217.89,2025,2025-02-15 21:19:15,6,property|theft/other,2025-02-15 03:30:00,precinct 14,theft/other,010700 2,2025-02-15,21:19:15,21,Saturday,February,7,True,3,1065.0,property,theft/other,theft,Others,Closed
2G,38.910385597,1500 - 1599 block of 9th street nw,property,"38.910385597,-77.0239692195",3D3,138058.46,others,25015600,2025-02-01 19:58:00,-77.0239692195,motor vehicle theft,cluster 7,evening,307.0,4901.0,2.0,,,3.0,397921.12,2025,2025-02-01 21:28:49,8,property|motor vehicle theft,2025-02-01 19:29:00,precinct 18,motor vehicle theft,004901 3,2025-02-01,21:28:49,21,Saturday,February,5,True,19,29.0,property,motor vehicle theft,theft,Others,Closed
7C,38.9116370046,1600 - 1699 block of eastern avenue ne,property,"38.9116370046,-76.9333459736",6D1,138199.2140776796,others,25000775,2025-01-02 12:00:00,-76.9333459736,theft f/auto,cluster 31,evening,602.0,9601.0,7.0,,,6.0,405780.8841313176,2025,2025-01-02 15:52:29,7,property|theft f/auto,2024-12-31 12:00:00,precinct 92,theft f/auto,009601 1,2025-01-02,15:52:29,15,Thursday,January,1,False,12,2880.0,property,theft f/auto,theft,Others,Closed
5D,38.9094049494,1300 - 1399 block of 5th street ne,property,"38.9094049494,-76.9975459006",5D1,137949.33,others,25026064,2025-02-22 16:11:00,-76.9975459006,theft/other,cluster 23,evening,501.0,8803.0,5.0,,,5.0,400212.85,2025,2025-02-22 16:43:12,6,property|theft/other,2025-02-22 15:56:00,precinct 76,theft/other,008803 2,2025-02-22,16:43:12,16,Saturday,February,8,True,15,15.0,property,theft/other,theft,Others,Closed
8A,38.8622527489,2400 - 2500 block of martin luther king jr avenue se,property,"38.8622527489,-76.9931812237",7D1,132715.09,others,25020623,2025-02-11 18:45:00,-76.9931812237,theft/other,cluster 37,evening,703.0,7407.0,8.0,anacostia,,7.0,400591.8,2025,2025-02-11 19:03:18,6,property|theft/other,2025-02-11 16:59:00,precinct 119,theft/other,007407 2,2025-02-11,19:03:18,19,Tuesday,February,7,False,16,106.0,property,theft/other,theft,Others,Closed
6E,38.9078254892,1300 - 1399 block of 2nd street ne,property,"38.9078254892,-77.0035141787",5D1,137774.0,others,25021226,2025-02-13 07:45:00,-77.0035141787,theft/other,cluster 25,day,501.0,10601.0,6.0,noma,,5.0,399695.2,2025,2025-02-13 08:16:10,6,property|theft/other,2025-02-13 07:33:00,precinct 144,theft/other,010601 2,2025-02-13,08:16:10,8,Thursday,February,7,False,7,12.0,property,theft/other,theft,Others,Closed
5C,38.9189288774,2300 - 3099 block of v street ne,property,"38.9189288774,-76.9673033629",5D2,139007.07,others,25026620,2025-02-22 02:00:00,-76.9673033629,theft f/auto,cluster 24,midnight,503.0,11100.0,5.0,,,5.0,402835.48,2025,2025-02-24 01:05:24,7,property|theft f/auto,2025-02-22 00:01:00,precinct 71,theft f/auto,011100 1,2025-02-24,01:05:24,1,Monday,February,9,False,0,119.0,property,theft f/auto,theft,Others,Closed
8B,38.8545644303,2900 - 2999 block of knox place se,violent,"38.8545644303,-76.9705725705",7D1,131862.0207277986,knife,25018784,,-76.9705725705,assault w/dangerous weapon,cluster 36,midnight,702.0,7408.0,8.0,,,7.0,402554.2747843233,2025,2025-02-08 03:41:26,3,violent|assault w/dangerous weapon,2025-02-08 01:07:00,precinct 115,assault w/dangerous weapon,007408 2,2025-02-08,03:41:26,3,Saturday,February,6,True,1,,violent,assault w/dangerous weapon,assault,Weapon,Open
1E,38.9354972411,3639 - 3649 block of georgia avenue nw,property,"38.9354972411,-77.0241705089",4D3,140846.07,others,25027245,2025-02-24 21:18:00,-77.0241705089,theft/other,cluster 2,evening,409.0,3100.0,1.0,,,4.0,397904.4,2025,2025-02-24 21:28:17,6,property|theft/other,2025-02-24 21:07:00,precinct 43,theft/other,003100 2,2025-02-24,21:28:17,21,Monday,February,9,False,21,11.0,property,theft/other,theft,Others,Closed
4B,38.9649510473,718 - 799 block of rittenhouse street nw,property,"38.9649510473,-77.0237671817",4D1,144115.7,others,25016038,2025-02-02 17:57:00,-77.0237671817,motor vehicle theft,cluster 17,evening,402.0,1901.0,4.0,,,4.0,397940.22,2025,2025-02-02 21:01:34,8,property|motor vehicle theft,2025-02-02 17:19:00,precinct 59,motor vehicle theft,001901 3,2025-02-02,21:01:34,21,Sunday,February,5,True,17,38.0,property,motor vehicle theft,theft,Others,Closed
5C,38.9201570109,1000 - 1249 block of brentwood road ne,property,"38.9201570109,-76.9903059701",5D2,139142.94,others,25016099,,-76.9903059701,motor vehicle theft,cluster 22,evening,505.0,9102.0,5.0,,,5.0,400840.66,2025,2025-02-02 21:13:14,8,property|motor vehicle theft,2025-02-02 19:54:00,precinct 72,motor vehicle theft,009102 4,2025-02-02,21:13:14,21,Sunday,February,5,True,19,,property,motor vehicle theft,theft,Others,Open
5A,38.9528355473,5100 - 5198 block of 3rd street ne,property,"38.9528355473,-77.0011685562",4D2,142770.5,others,25019766,2025-02-10 07:00:00,-77.0011685562,theft f/auto,cluster 19,day,406.0,9508.0,5.0,,,4.0,399898.71,2025,2025-02-10 07:51:41,7,property|theft f/auto,2025-02-09 19:00:00,precinct 66,theft f/auto,009508 3,2025-02-10,07:51:41,7,Monday,February,7,False,19,720.0,property,theft f/auto,theft,Others,Closed
5F,38.9100071926,1500 - 1522 block of north capitol street,property,"38.9100071926,-77.0090509011",5D1,138016.22,others,25024825,,-77.0090509011,theft/other,cluster 21,day,501.0,10601.0,5.0,noma,,5.0,399215.0,2025,2025-02-20 09:56:17,6,property|theft/other,2025-02-20 09:06:00,precinct 75,theft/other,010601 1,2025-02-20,09:56:17,9,Thursday,February,8,False,9,,property,theft/other,theft,Others,Open
3D,38.945126307,4800 - 4899 block of massachusetts avenue nw,property,"38.945126307,-77.0957816153",,141919.06,others,25420516,2025-01-24 14:30:00,-77.0957816153,theft f/auto,cluster 13,day,,903.0,3.0,,,,391696.79,2025,2025-02-05 08:01:03,7,property|theft f/auto,2025-01-24 14:15:00,precinct 9,theft f/auto,000903 2,2025-02-05,08:01:03,8,Wednesday,February,6,False,14,15.0,property,theft f/auto,theft,Others,Closed
4B,38.9615008694,5800 - 5999 block of 9th street nw,property,"38.9615008694,-77.0259683162",4D1,143732.75,others,25013712,2025-01-29 09:20:00,-77.0259683162,theft/other,cluster 17,day,402.0,1901.0,4.0,,,4.0,397749.35,2025,2025-01-29 09:27:25,6,property|theft/other,2025-01-29 08:32:00,precinct 58,theft/other,001901 1,2025-01-29,09:27:25,9,Wednesday,January,5,False,8,48.0,property,theft/other,theft,Others,Closed
4B,38.9748378665,100 - 199 block of carroll street nw,property,"38.9748378665,-77.014324859",4D1,145213.06,others,25013140,2025-01-28 09:23:00,-77.014324859,theft/other,cluster 17,day,401.0,1702.0,4.0,,,4.0,398758.71,2025,2025-01-28 09:46:24,6,property|theft/other,2025-01-28 09:20:00,precinct 63,theft/other,001702 2,2025-01-28,09:46:24,9,Tuesday,January,5,False,9,3.0,property,theft/other,theft,Others,Closed
